workerid,proliferate.condition,choices,concept,correct,definition,failed_audio,failed_images,failed_video,img,internal_node_id,name,response,rt,seed,solution,stimulus,success,time_elapsed,timeout,trial_index,trial_type,view_history,error
8,CB11,"['Yes', 'No']",concept_lll,TRUE,,,,,geoclidean\constraints\concept_lll\test\out_far_5_fin.png,0.0-2.0-0.11,wuj,1,3930,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wuj' is: A straight line with two other straight lines extending from it.<br><b>Question:</b><br> Is the image below a 'wuj'? <br></p><img src='geoclidean\constraints\concept_lll\test\out_far_5_fin.png' height='300px'>",,988471,,13,html-button-response,,
8,CB11,"['Yes', 'No']",concept_diameter,TRUE,,,,,geoclidean\elements\concept_diameter\test\in_3_fin.png,0.0-2.0-0.12,mox,0,2806,0.878635726,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'mox' is: A circle and the diameter of the circle.<br><b>Question:</b><br> Is the image below a 'mox'? <br></p><img src='geoclidean\elements\concept_diameter\test\in_3_fin.png' height='300px'>",,991278,,14,html-button-response,,
8,CB11,"['Yes', 'No']",concept_perp_bisector,TRUE,,,,,geoclidean\elements\concept_perp_bisector\test\out_far_3_fin.png,0.0-2.0-0.13,lem,1,2321,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'lem' is: Two line segments that intersect at a 90 degree angle and are cut into two equal parts.<br><b>Question:</b><br> Is the image below a 'lem'? <br></p><img src='geoclidean\elements\concept_perp_bisector\test\out_far_3_fin.png' height='300px'>",,993601,,15,html-button-response,,
8,CB11,"['Yes', 'No']",concept_lllc,FALSE,,,,,geoclidean\constraints\concept_lllc\test\in_5_fin.png,0.0-2.0-0.14,yulf,1,6828,0.878635726,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'yulf' is: Two lines extending or passing through the center of a circle, and a third line that extends from one of the two lines.<br><b>Question:</b><br> Is the image below a 'yulf'? <br></p><img src='geoclidean\constraints\concept_lllc\test\in_5_fin.png' height='300px'>",,1000430,,16,html-button-response,,
8,CB11,"['Yes', 'No']",concept_clcl,TRUE,,,,,geoclidean\constraints\concept_clcl\test\out_close_4_fin.png,0.0-2.0-0.15,fep,1,11990,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'fep' is: Two circles and two straight lines. One straight line extends from an intersection point between the circles to a circle's circumference. Another line extends from one circle's circumference to another circle's circumference.<br><b>Question:</b><br> Is the image below a 'fep'? <br></p><img src='geoclidean\constraints\concept_clcl\test\out_close_4_fin.png' height='300px'>",,1012421,,17,html-button-response,,
8,CB11,"['Yes', 'No']",concept_triangle,TRUE,,,,,geoclidean\elements\concept_triangle\test\out_far_4_fin.png,0.0-2.0-0.16,uvs,1,1341,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'uvs' is: A triangle.<br><b>Question:</b><br> Is the image below a 'uvs'? <br></p><img src='geoclidean\elements\concept_triangle\test\out_far_4_fin.png' height='300px'>",,1013764,,18,html-button-response,,
8,CB11,"['Yes', 'No']",concept_sixty_ang,TRUE,,,,,geoclidean\elements\concept_sixty_ang\test\out_close_5_fin.png,0.0-2.0-0.17,bliv,1,3121,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'bliv' is: A sixty degree angle formed between two equal-length straight lines.<br><b>Question:</b><br> Is the image below a 'bliv'? <br></p><img src='geoclidean\elements\concept_sixty_ang\test\out_close_5_fin.png' height='300px'>",,1016887,,19,html-button-response,,
8,CB11,"['Yes', 'No']",concept_segment,TRUE,,,,,geoclidean\elements\concept_segment\test\out_close_1_fin.png,0.0-2.0-0.18,dax,1,85765,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'dax' is: A circle and a straight line connecting two points on the circle's circumference.<br><b>Question:</b><br> Is the image below a 'dax'? <br></p><img src='geoclidean\elements\concept_segment\test\out_close_1_fin.png' height='300px'>",,1102655,,20,html-button-response,,
8,CB11,"['Yes', 'No']",concept_ccl,TRUE,,,,,geoclidean\constraints\concept_ccl\test\out_far_3_fin.png,0.0-2.0-0.19,fom,1,5906,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'fom' is: Two intersecting circles. Additionally, a straight line that extends from one of the intersection points between the circles to one of the circles' circumference.<br><b>Question:</b><br> Is the image below a 'fom'? <br></p><img src='geoclidean\constraints\concept_ccl\test\out_far_3_fin.png' height='300px'>",,1108562,,21,html-button-response,,
8,CB11,"['Yes', 'No']",concept_llll,TRUE,,,,,geoclidean\constraints\concept_llll\test\out_close_3_fin.png,0.0-2.0-0.20,vop,1,4547,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'vop' is: Four straight lines that intersect at a single point.<br><b>Question:</b><br> Is the image below a 'vop'? <br></p><img src='geoclidean\constraints\concept_llll\test\out_close_3_fin.png' height='300px'>",,1113111,,22,html-button-response,,
8,CB11,"['Yes', 'No']",concept_llt,TRUE,,,,,geoclidean\constraints\concept_llt\test\out_close_4_fin.png,0.0-2.0-0.21,krev,1,7392,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'krev' is: A triangle and two straight lines that intersect at one of its corners.<br><b>Question:</b><br> Is the image below a 'krev'? <br></p><img src='geoclidean\constraints\concept_llt\test\out_close_4_fin.png' height='300px'>",,1120506,,23,html-button-response,,
8,CB11,"['Yes', 'No']",concept_eq_t,TRUE,,,,,geoclidean\elements\concept_eq_t\test\out_far_3_fin.png,0.0-2.0-0.22,wunf,1,2790,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wunf' is: An equilateral triangle.<br><b>Question:</b><br> Is the image below a 'wunf'? <br></p><img src='geoclidean\elements\concept_eq_t\test\out_far_3_fin.png' height='300px'>",,1123298,,24,html-button-response,,
8,CB11,"['Yes', 'No']",concept_ccc,TRUE,,,,,geoclidean\constraints\concept_ccc\test\out_far_1_fin.png,0.0-2.0-0.23,hol,1,4569,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'hol' is: Three intersecting circles. Among their points of intersection, one point is shared by all three circles.<br><b>Question:</b><br> Is the image below a 'hol'? <br></p><img src='geoclidean\constraints\concept_ccc\test\out_far_1_fin.png' height='300px'>",,1127869,,25,html-button-response,,
8,CB11,"['Yes', 'No']",concept_rhomboid,TRUE,,,,,geoclidean\elements\concept_rhomboid\test\out_far_1_fin.png,0.0-2.0-0.24,vov,1,2379,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'vov' is: A parallelogram.<br><b>Question:</b><br> Is the image below a 'vov'? <br></p><img src='geoclidean\elements\concept_rhomboid\test\out_far_1_fin.png' height='300px'>",,1130250,,26,html-button-response,,
8,CB11,"['Yes', 'No']",concept_clll,TRUE,,,,,geoclidean\constraints\concept_clll\test\in_1_fin.png,0.0-2.0-0.25,kab,0,67453,0.878635726,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'kab' is: A circle and three lines. Line 1 extends from the circle's circumference. Line 2 extends from line 1. Line 3 extends from line 2 to the intersection point between the circle and line 1.<br><b>Question:</b><br> Is the image below a 'kab'? <br></p><img src='geoclidean\constraints\concept_clll\test\in_1_fin.png' height='300px'>",,1197707,,27,html-button-response,,
8,CB11,"['Yes', 'No']",concept_rhombus,TRUE,,,,,geoclidean\elements\concept_rhombus\test\in_3_fin.png,0.0-2.0-0.26,honv,0,1524,0.878635726,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'honv' is: A rhombus.<br><b>Question:</b><br> Is the image below a 'honv'? <br></p><img src='geoclidean\elements\concept_rhombus\test\in_3_fin.png' height='300px'>",,1199235,,28,html-button-response,,
8,CB11,"['Yes', 'No']",concept_tll,TRUE,,,,,geoclidean\constraints\concept_tll\test\out_close_2_fin.png,0.0-2.0-0.27,xip,1,3323,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'xip' is: a triangle with two straight lines extending out of one of its corners<br><b>Question:</b><br> Is the image below a 'xip'? <br></p><img src='geoclidean\constraints\concept_tll\test\out_close_2_fin.png' height='300px'>",,1202561,,29,html-button-response,,
8,CB11,"['Yes', 'No']",concept_ang_bisector,TRUE,,,,,geoclidean\elements\concept_ang_bisector\test\out_close_5_fin.png,0.0-2.0-0.28,jeex,1,4413,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'jeex' is: A line that divides an angle into two equal parts.<br><b>Question:</b><br> Is the image below a 'jeex'? <br></p><img src='geoclidean\elements\concept_ang_bisector\test\out_close_5_fin.png' height='300px'>",,1206976,,30,html-button-response,,
8,CB11,"['Yes', 'No']",concept_radii,TRUE,,,,,geoclidean\elements\concept_radii\test\in_1_fin.png,0.0-2.0-0.29,nif,0,7249,0.878635726,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'nif' is: A circle and 3 straight lines extending from the center of the circle to its circumference.<br><b>Question:</b><br> Is the image below a 'nif'? <br></p><img src='geoclidean\elements\concept_radii\test\in_1_fin.png' height='300px'>",,1214227,,31,html-button-response,,
8,CB11,"['Yes', 'No']",concept_tcc,TRUE,,,,,geoclidean\constraints\concept_tcc\test\out_close_1_fin.png,0.0-2.0-0.30,muxl,1,19900,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'muxl' is: Two circles, one completely inside the other, and a triangle with a corner located at the center of the larger circle.<br><b>Question:</b><br> Is the image below a 'muxl'? <br></p><img src='geoclidean\constraints\concept_tcc\test\out_close_1_fin.png' height='300px'>",,1234129,,32,html-button-response,,
8,CB11,"['Yes', 'No']",concept_llc,TRUE,,,,,geoclidean\constraints\concept_llc\test\out_far_3_fin.png,0.0-2.0-0.31,pif,1,13287,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'pif' is: A circle and two intersecting lines, one line extends from the circle's circumference and another that passes through the circle's center.<br><b>Question:</b><br> Is the image below a 'pif'? <br></p><img src='geoclidean\constraints\concept_llc\test\out_far_3_fin.png' height='300px'>",,1247419,,33,html-button-response,,
8,CB11,"['Yes', 'No']",concept_clcc,TRUE,,,,,geoclidean\constraints\concept_clcc\test\out_close_4_fin.png,0.0-2.0-0.32,zyl,1,15524,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'zyl' is: A circle that contains a straight line whose endpoints are on the circumference of that circle. Two other circles that intersect with the first circle.<br><b>Question:</b><br> Is the image below a 'zyl'? <br></p><img src='geoclidean\constraints\concept_clcc\test\out_close_4_fin.png' height='300px'>",,1262946,,34,html-button-response,,
8,CB11,"['Yes', 'No']",concept_cll,TRUE,,,,,geoclidean\constraints\concept_cll\test\out_far_3_fin.png,0.0-2.0-0.33,wex,1,27453,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wex' is: A circle containing two lines. Each of the lines extends from one point on the circle's circumference to another point on the circle's circumference.<br><b>Question:</b><br> Is the image below a 'wex'? <br></p><img src='geoclidean\constraints\concept_cll\test\out_far_3_fin.png' height='300px'>",,1290401,,35,html-button-response,,
8,CB11,"['Yes', 'No']",concept_lcc,TRUE,,,,,geoclidean\constraints\concept_lcc\test\out_far_5_fin.png,0.0-2.0-0.34,jeg,1,27216,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'jeg' is: Two circles that intersect at a single point. One of the circles contains the other. Additionally, a straight line passes through both of the circles' centers.<br><b>Question:</b><br> Is the image below a 'jeg'? <br></p><img src='geoclidean\constraints\concept_lcc\test\out_far_5_fin.png' height='300px'>",,1317619,,36,html-button-response,,
8,CB11,"['Yes', 'No']",concept_right_ang_t,TRUE,,,,,geoclidean\elements\concept_right_ang_t\test\out_close_5_fin.png,0.0-2.0-0.35,drex,1,2978,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'drex' is: A right-angled triangle.<br><b>Question:</b><br> Is the image below a 'drex'? <br></p><img src='geoclidean\elements\concept_right_ang_t\test\out_close_5_fin.png' height='300px'>",,1320598,,37,html-button-response,,
8,CB11,"['Yes', 'No']",concept_rectilinear,TRUE,,,,,geoclidean\elements\concept_rectilinear\test\out_far_3_fin.png,0.0-2.0-0.36,bvep,1,4016,0.878635726,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'bvep' is: A closed shape composed of straight lines.<br><b>Question:</b><br> Is the image below a 'bvep'? <br></p><img src='geoclidean\elements\concept_rectilinear\test\out_far_3_fin.png' height='300px'>",,1324616,,38,html-button-response,,
8,CB11,,,,,,,,,0.0-3.0,,,3153,0.878635726,,,,1327769,,39,instructions,"[{'page_index': 0, 'viewing_time': 3152}]",
26,CB3,,,,,[],[],[],,0.0-0.0,,,,0.962206093,,,TRUE,985,FALSE,0,preload,,
26,CB3,,,,,,,,,0.0-1.0,,,11345,0.962206093,,,,12330,,1,instructions,"[{'page_index': 0, 'viewing_time': 11345}]",
26,CB3,,,,,,,,,0.0-2.0,,,23056,0.962206093,,,,35387,,2,instructions,"[{'page_index': 0, 'viewing_time': 1755}, {'page_index': 1, 'viewing_time': 9333}, {'page_index': 2, 'viewing_time': 10286}, {'page_index': 3, 'viewing_time': 1682}]",
26,CB3,"['Yes', 'No']",concept_eq_t,TRUE,A triangle with all of its sides having the same length.,,,,geoclidean\elements\concept_eq_t\test\out_far_1_fin.png,0.0-3.0-0.0,fom,1,4641,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'fom' is: A triangle with all of its sides having the same length.<br><b>Question:</b><br> Is the image below a 'fom'? <br></p><img src='geoclidean\elements\concept_eq_t\test\out_far_1_fin.png' height='300px'>",,40031,,3,html-button-response,,
26,CB3,"['Yes', 'No']",concept_lllc,TRUE,"Two lines that either extend or pass through the center of a circle, and a third line that extends from one of the two lines.",,,,geoclidean\constraints\concept_lllc\test\out_far_3_fin.png,0.0-3.0-0.1,bim,1,12082,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'bim' is: Two lines that either extend or pass through the center of a circle, and a third line that extends from one of the two lines.<br><b>Question:</b><br> Is the image below a 'bim'? <br></p><img src='geoclidean\constraints\concept_lllc\test\out_far_3_fin.png' height='300px'>",,52114,,4,html-button-response,,
26,CB3,"['Yes', 'No']",concept_llcc,TRUE,Two circles and two lines that all intersect at a single location.,,,,geoclidean\constraints\concept_llcc\test\in_2_fin.png,0.0-3.0-0.2,vov,0,8104,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'vov' is: Two circles and two lines that all intersect at a single location.<br><b>Question:</b><br> Is the image below a 'vov'? <br></p><img src='geoclidean\constraints\concept_llcc\test\in_2_fin.png' height='300px'>",,60219,,5,html-button-response,,
26,CB3,"['Yes', 'No']",concept_ccl,TRUE,"Two intersecting circles. Additionally, a straight line that extends from one of the intersection points between the circles to one of the circles' border.",,,,geoclidean\constraints\concept_ccl\test\out_close_1_fin.png,0.0-3.0-0.3,hix,1,28702,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'hix' is: Two intersecting circles. Additionally, a straight line that extends from one of the intersection points between the circles to one of the circles' border.<br><b>Question:</b><br> Is the image below a 'hix'? <br></p><img src='geoclidean\constraints\concept_ccl\test\out_close_1_fin.png' height='300px'>",,88923,,6,html-button-response,,
26,CB3,"['Yes', 'No']",concept_cll,TRUE,A circle containing two lines. Each of the lines extends from one point on the circle's border to another point on the circle's border.,,,,geoclidean\constraints\concept_cll\test\in_1_fin.png,0.0-3.0-0.4,zim,0,7125,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'zim' is: A circle containing two lines. Each of the lines extends from one point on the circle's border to another point on the circle's border.<br><b>Question:</b><br> Is the image below a 'zim'? <br></p><img src='geoclidean\constraints\concept_cll\test\in_1_fin.png' height='300px'>",,96049,,7,html-button-response,,
26,CB3,"['Yes', 'No']",concept_cct,TRUE,"Two intersecting circles. Additionally, there is a triangle with two corners located at the intersection points between the circles and a third corner on one of the circles' border.",,,,geoclidean\constraints\concept_cct\test\in_4_fin.png,0.0-3.0-0.5,bliv,0,9140,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'bliv' is: Two intersecting circles. Additionally, there is a triangle with two corners located at the intersection points between the circles and a third corner on one of the circles' border.<br><b>Question:</b><br> Is the image below a 'bliv'? <br></p><img src='geoclidean\constraints\concept_cct\test\in_4_fin.png' height='300px'>",,105190,,8,html-button-response,,
26,CB3,"['Yes', 'No']",concept_ccc,TRUE,"Three intersecting circles. Among their points of intersection, one point is shared by all three circles.",,,,geoclidean\constraints\concept_ccc\test\out_close_2_fin.png,0.0-3.0-0.6,yulf,1,12881,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'yulf' is: Three intersecting circles. Among their points of intersection, one point is shared by all three circles.<br><b>Question:</b><br> Is the image below a 'yulf'? <br></p><img src='geoclidean\constraints\concept_ccc\test\out_close_2_fin.png' height='300px'>",,118072,,9,html-button-response,,
26,CB3,"['Yes', 'No']",concept_clll,FALSE,A circle and three lines. Line 1 extends from the circle's border. Line 2 extends from line 1. Line 3 extends from line 2 to the intersection point between the circle and line 1.,,,,geoclidean\constraints\concept_clll\test\in_3_fin.png,0.0-3.0-0.7,zup,1,23894,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'zup' is: A circle and three lines. Line 1 extends from the circle's border. Line 2 extends from line 1. Line 3 extends from line 2 to the intersection point between the circle and line 1.<br><b>Question:</b><br> Is the image below a 'zup'? <br></p><img src='geoclidean\constraints\concept_clll\test\in_3_fin.png' height='300px'>",,141968,,10,html-button-response,,
26,CB3,"['Yes', 'No']",concept_lll,TRUE,A straight line with two other straight lines extending from it.,,,,geoclidean\constraints\concept_lll\test\out_far_4_fin.png,0.0-3.0-0.8,honv,1,12238,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'honv' is: A straight line with two other straight lines extending from it.<br><b>Question:</b><br> Is the image below a 'honv'? <br></p><img src='geoclidean\constraints\concept_lll\test\out_far_4_fin.png' height='300px'>",,154207,,11,html-button-response,,
26,CB3,"['Yes', 'No']",concept_right_ang_t,TRUE,A triangle with a 90 degree angle.,,,,geoclidean\elements\concept_right_ang_t\test\out_close_3_fin.png,0.0-3.0-0.9,jaf,1,5926,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'jaf' is: A triangle with a 90 degree angle.<br><b>Question:</b><br> Is the image below a 'jaf'? <br></p><img src='geoclidean\elements\concept_right_ang_t\test\out_close_3_fin.png' height='300px'>",,160134,,12,html-button-response,,
26,CB3,"['Yes', 'No']",concept_diameter,TRUE,A circle and a straight line that passes through the center of the circle and whose endpoints are on the circle's border.,,,,geoclidean\elements\concept_diameter\test\out_far_1_fin.png,0.0-3.0-0.10,tep,1,5508,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'tep' is: A circle and a straight line that passes through the center of the circle and whose endpoints are on the circle's border.<br><b>Question:</b><br> Is the image below a 'tep'? <br></p><img src='geoclidean\elements\concept_diameter\test\out_far_1_fin.png' height='300px'>",,165643,,13,html-button-response,,
26,CB3,"['Yes', 'No']",concept_triangle,TRUE,A triangle.,,,,geoclidean\elements\concept_triangle\test\out_close_5_fin.png,0.0-3.0-0.11,bvep,1,5444,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'bvep' is: A triangle.<br><b>Question:</b><br> Is the image below a 'bvep'? <br></p><img src='geoclidean\elements\concept_triangle\test\out_close_5_fin.png' height='300px'>",,171088,,14,html-button-response,,
26,CB3,"['Yes', 'No']",concept_angle,FALSE,An angle formed between two lines.,,,,geoclidean\elements\concept_angle\test\in_5_fin.png,0.0-3.0-0.12,frolp,1,5905,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'frolp' is: An angle formed between two lines.<br><b>Question:</b><br> Is the image below a 'frolp'? <br></p><img src='geoclidean\elements\concept_angle\test\in_5_fin.png' height='300px'>",,176994,,15,html-button-response,,
26,CB3,"['Yes', 'No']",concept_square,TRUE,A square.,,,,geoclidean\elements\concept_square\test\out_far_2_fin.png,0.0-3.0-0.13,fep,1,2248,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'fep' is: A square.<br><b>Question:</b><br> Is the image below a 'fep'? <br></p><img src='geoclidean\elements\concept_square\test\out_far_2_fin.png' height='300px'>",,179243,,16,html-button-response,,
26,CB3,"['Yes', 'No']",concept_clcc,TRUE,A circle that contains a straight line whose endpoints are on the border of that circle. Two other circles that intersect with the first circle.,,,,geoclidean\constraints\concept_clcc\test\in_1_fin.png,0.0-3.0-0.14,jeex,0,14642,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'jeex' is: A circle that contains a straight line whose endpoints are on the border of that circle. Two other circles that intersect with the first circle.<br><b>Question:</b><br> Is the image below a 'jeex'? <br></p><img src='geoclidean\constraints\concept_clcc\test\in_1_fin.png' height='300px'>",,193887,,17,html-button-response,,
26,CB3,"['Yes', 'No']",concept_cccl,TRUE,"Three intersecting circles. Among their points of intersection, one point is shared by all three circles. Additionally, one of the circles contains a line whose endpoints are on the circle's border.",,,,geoclidean\constraints\concept_cccl\test\out_close_1_fin.png,0.0-3.0-0.15,wunf,1,15642,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wunf' is: Three intersecting circles. Among their points of intersection, one point is shared by all three circles. Additionally, one of the circles contains a line whose endpoints are on the circle's border.<br><b>Question:</b><br> Is the image below a 'wunf'? <br></p><img src='geoclidean\constraints\concept_cccl\test\out_close_1_fin.png' height='300px'>",,209531,,18,html-button-response,,
26,CB3,"['Yes', 'No']",concept_tcc,TRUE,"Two circles that have the same center, one completely inside the other. Additionally, a triangle with a corner located at the center of the circles.",,,,geoclidean\constraints\concept_tcc\test\out_far_5_fin.png,0.0-3.0-0.16,vop,1,6688,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'vop' is: Two circles that have the same center, one completely inside the other. Additionally, a triangle with a corner located at the center of the circles.<br><b>Question:</b><br> Is the image below a 'vop'? <br></p><img src='geoclidean\constraints\concept_tcc\test\out_far_5_fin.png' height='300px'>",,216220,,19,html-button-response,,
26,CB3,"['Yes', 'No']",concept_rhombus,TRUE,A four-sided shape with all sides having the same length.,,,,geoclidean\elements\concept_rhombus\test\out_far_3_fin.png,0.0-3.0-0.17,nif,1,5334,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'nif' is: A four-sided shape with all sides having the same length.<br><b>Question:</b><br> Is the image below a 'nif'? <br></p><img src='geoclidean\elements\concept_rhombus\test\out_far_3_fin.png' height='300px'>",,221555,,20,html-button-response,,
26,CB3,"['Yes', 'No']",concept_rectilinear,TRUE,A closed shape composed of straight lines.,,,,geoclidean\elements\concept_rectilinear\test\out_far_2_fin.png,0.0-3.0-0.18,dax,1,4277,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'dax' is: A closed shape composed of straight lines.<br><b>Question:</b><br> Is the image below a 'dax'? <br></p><img src='geoclidean\elements\concept_rectilinear\test\out_far_2_fin.png' height='300px'>",,225833,,21,html-button-response,,
26,CB3,"['Yes', 'No']",concept_llt,TRUE,"A triangle, as well as two additional straight lines that intersect at one of its corners.",,,,geoclidean\constraints\concept_llt\test\in_3_fin.png,0.0-3.0-0.19,qiv,0,6539,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'qiv' is: A triangle, as well as two additional straight lines that intersect at one of its corners.<br><b>Question:</b><br> Is the image below a 'qiv'? <br></p><img src='geoclidean\constraints\concept_llt\test\in_3_fin.png' height='300px'>",,232373,,22,html-button-response,,
26,CB3,"['Yes', 'No']",concept_llll,TRUE,Four straight lines that intersect at a single point.,,,,geoclidean\constraints\concept_llll\test\out_far_3_fin.png,0.0-3.0-0.20,kab,1,4959,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'kab' is: Four straight lines that intersect at a single point.<br><b>Question:</b><br> Is the image below a 'kab'? <br></p><img src='geoclidean\constraints\concept_llll\test\out_far_3_fin.png' height='300px'>",,237333,,23,html-button-response,,
26,CB3,"['Yes', 'No']",concept_oblong,TRUE,A rectangle.,,,,geoclidean\elements\concept_oblong\test\out_far_1_fin.png,0.0-3.0-0.21,vix,1,2278,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'vix' is: A rectangle.<br><b>Question:</b><br> Is the image below a 'vix'? <br></p><img src='geoclidean\elements\concept_oblong\test\out_far_1_fin.png' height='300px'>",,239611,,24,html-button-response,,
26,CB3,"['Yes', 'No']",concept_segment,TRUE,A circle and a straight line connecting two points on the circle's border.,,,,geoclidean\elements\concept_segment\test\out_close_5_fin.png,0.0-3.0-0.22,nuk,1,8189,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'nuk' is: A circle and a straight line connecting two points on the circle's border.<br><b>Question:</b><br> Is the image below a 'nuk'? <br></p><img src='geoclidean\elements\concept_segment\test\out_close_5_fin.png' height='300px'>",,247801,,25,html-button-response,,
26,CB3,"['Yes', 'No']",concept_clt,TRUE,"A circle containing a triangle whose corners are all on the circle's border. Additionally, a straight line extends from one of the triangle's corners.",,,,geoclidean\constraints\concept_clt\test\out_far_4_fin.png,0.0-3.0-0.23,muxl,1,7580,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'muxl' is: A circle containing a triangle whose corners are all on the circle's border. Additionally, a straight line extends from one of the triangle's corners.<br><b>Question:</b><br> Is the image below a 'muxl'? <br></p><img src='geoclidean\constraints\concept_clt\test\out_far_4_fin.png' height='300px'>",,255381,,26,html-button-response,,
